primary_key;order_reference;code_cip_id;salesrep_id;article_code;article_name;quantity;unit_price;discount;net_revenue;order_date;
6172;0906211114S0001;2174844;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;48;9.9;55%;213.84;2021-06-09;
6173;0906211114S0001;2174844;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;55%;53.46;2021-06-09;
6174;0906211114S0001;2174844;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;48;15.9;55%;343.44;2021-06-09;
6175;0906211114S0001;2174844;31;5597;Pure Crème 400ml - 8.026.380.055.975;12;14.9;55%;80.46;2021-06-09;
6176;0906211114S0001;2174844;31;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;55%;43.47;2021-06-09;
6177;0906211114S0001;2174844;31;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;55%;33.75;2021-06-09;
6178;0906211114S0001;2174844;31;5602;Nutri-Pulpe Immunité 1000ml - 8.026.380.056.026;6;27.9;55%;75.33;2021-06-09;
6179;0906211114S0001;2174844;31;5065;Totem Double Face;2;;0%;;2021-06-09;
6180;0906211114S0001;2174844;31;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
6181;0906211114S0001;2174844;31;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
6182;0906211114S0001;2174844;31;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2021-06-09;
6183;0906211114S0001;2174844;31;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
6184;0906211114S0001;2174844;31;5156;Brochure Gamme Aloe Vera;444;;0%;;2021-06-09;
6185;0906211114S0001;2174844;31;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
6186;0906211114S0001;2174844;31;5177;Echantillon Nutri-Pulpe;72;;0%;;2021-06-09;
6187;0906211114S0001;2174844;31;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;48;;0%;;2021-06-09;
16648;0906211114S0001;2174844;31;Vide;Vide;794;3582.6;55%;1612.17;2021-06-09;
16649;0906211114S0001;2174844;31;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;24;24.9;55%;268.92;2021-06-09;
16650;0906211114S0001;2174844;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;55%;91.26;2021-06-09;
16651;0906211114S0001;2174844;31;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;12;24.9;55%;134.46;2021-06-09;
16652;0906211114S0001;2174844;31;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;55%;91.26;2021-06-09;
16653;0906211114S0001;2174844;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;55%;182.52;2021-06-09;
16654;0906211114S0001;2174844;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;48;9.9;55%;213.84;2021-06-09;
16655;0906211114S0001;2174844;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;55%;53.46;2021-06-09;
16656;0906211114S0001;2174844;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;48;15.9;55%;343.44;2021-06-09;
16657;0906211114S0001;2174844;31;5597;Pure Crème 400ml - 8.026.380.055.975;12;14.9;55%;80.46;2021-06-09;
16658;0906211114S0001;2174844;31;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;55%;43.47;2021-06-09;
16659;0906211114S0001;2174844;31;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;55%;33.75;2021-06-09;
16660;0906211114S0001;2174844;31;5602;Nutri-Pulpe Immunité 1000ml - 8.026.380.056.026;6;27.9;55%;75.33;2021-06-09;
16661;0906211114S0001;2174844;31;5065;Totem Double Face;2;;0%;;2021-06-09;
16662;0906211114S0001;2174844;31;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
16663;0906211114S0001;2174844;31;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
16664;0906211114S0001;2174844;31;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2021-06-09;
16665;0906211114S0001;2174844;31;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
16666;0906211114S0001;2174844;31;5156;Brochure Gamme Aloe Vera;444;;0%;;2021-06-09;
16667;0906211114S0001;2174844;31;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
16668;0906211114S0001;2174844;31;5177;Echantillon Nutri-Pulpe;72;;0%;;2021-06-09;
16669;0906211114S0001;2174844;31;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;48;;0%;;2021-06-09;
16677;0806211450S0001;2242919;26;Vide;Vide;682;1032.6;45%;567.93;2021-06-09;
16678;0806211450S0001;2242919;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;45%;55.77;2021-06-09;
16679;0806211450S0001;2242919;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;45%;82.17;2021-06-09;
16680;0806211450S0001;2242919;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2021-06-09;
16681;0806211450S0001;2242919;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;45%;130.68;2021-06-09;
16682;0806211450S0001;2242919;26;5065;Totem Double Face;2;;0%;;2021-06-09;
16683;0806211450S0001;2242919;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
16684;0806211450S0001;2242919;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
16685;0806211450S0001;2242919;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-09;
16686;0806211450S0001;2242919;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
16687;0806211450S0001;2242919;26;5156;Brochure Gamme Aloe Vera;304;;0%;;2021-06-09;
16688;0806211450S0001;2242919;26;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
16689;0806211450S0001;2242919;26;5177;Echantillon Nutri-Pulpe;36;;0%;;2021-06-09;
16690;0806211450S0001;2242919;26;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2021-06-09;
16691;0806211450S0001;2242919;26;5585;Echantillon Aloe-Oil Crème Réparatrice;16;;0%;;2021-06-09;
16692;0806211450S0001;2242919;26;5586;Echantillon Pur Gel;120;;0%;;2021-06-09;
16693;0806211450S0001;2242919;26;5597;Pure Crème 400ml - 8.026.380.055.975;12;14.9;45%;98.34;2021-06-09;
16694;0806211450S0001;2242919;26;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;45%;53.13;2021-06-09;
16695;0806211450S0001;2242919;26;5600;Echantillon Gyn-Aloe Soin Lavant;12;;0%;;2021-06-09;
16696;0806211450S0001;2242919;26;5601;Echantillon Pure Crème;24;;0%;;2021-06-09;
16697;0806211450S0001;2242919;26;5602;Nutri-Pulpe Immunité 1000ml - 8.026.380.056.026;6;27.9;45%;92.07;2021-06-09;
16698;0806211450S0001;2242919;26;5603;Echantillon Nutri-Pulpe Immunité;24;;0%;;2021-06-09;
16699;0806211450S0001;2242919;26;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-09;
16700;0806211450S0001;2242919;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;48;;0%;;2021-06-09;
16707;0806210954S0001;2063123;26;Vide;Vide;427;1316.4;45%;724.02;2021-06-09;
16708;0806210954S0001;2063123;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;45%;82.17;2021-06-09;
16709;0806210954S0001;2063123;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2021-06-09;
16710;0806210954S0001;2063123;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;45%;82.17;2021-06-09;
16711;0806210954S0001;2063123;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;45%;223.08;2021-06-09;
16712;0806210954S0001;2063123;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;45%;130.68;2021-06-09;
16713;0806210954S0001;2063123;26;5065;Totem Double Face;1;;0%;;2021-06-09;
16714;0806210954S0001;2063123;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
16715;0806210954S0001;2063123;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
16716;0806210954S0001;2063123;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-09;
16717;0806210954S0001;2063123;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
16718;0806210954S0001;2063123;26;5156;Brochure Gamme Aloe Vera;168;;0%;;2021-06-09;
16719;0806210954S0001;2063123;26;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
16720;0806210954S0001;2063123;26;5177;Echantillon Nutri-Pulpe;36;;0%;;2021-06-09;
16721;0806210954S0001;2063123;26;5586;Echantillon Pur Gel;96;;0%;;2021-06-09;
16722;0806210954S0001;2063123;26;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;45%;53.13;2021-06-09;
16723;0806210954S0001;2063123;26;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;45%;41.25;2021-06-09;
16724;0806210954S0001;2063123;26;5600;Echantillon Gyn-Aloe Soin Lavant;24;;0%;;2021-06-09;
16725;0806210954S0001;2063123;26;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-09;
16726;0806210954S0001;2063123;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2021-06-09;
20639;0906211123S0001;2264974;31;Vide;Vide;464;2109.6;55%;949.32;2021-06-09;
20640;0906211123S0001;2264974;31;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;55%;134.46;2021-06-09;
20641;0906211123S0001;2264974;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;55%;45.63;2021-06-09;
20642;0906211123S0001;2264974;31;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;55%;67.23;2021-06-09;
20643;0906211123S0001;2264974;31;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;55%;45.63;2021-06-09;
20644;0906211123S0001;2264974;31;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;55%;91.26;2021-06-09;
20645;0906211123S0001;2264974;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;55%;106.92;2021-06-09;
20646;0906211123S0001;2264974;31;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;55%;53.46;2021-06-09;
20647;0906211123S0001;2264974;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;24;15.9;55%;171.72;2021-06-09;
20648;0906211123S0001;2264974;31;5597;Pure Crème 400ml - 8.026.380.055.975;12;14.9;55%;80.46;2021-06-09;
20649;0906211123S0001;2264974;31;5598;Gyn-Aloe Soin Lavant Pompe 400ml - 8.026.380.055.982;6;16.1;55%;43.47;2021-06-09;
20650;0906211123S0001;2264974;31;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;55%;33.75;2021-06-09;
20651;0906211123S0001;2264974;31;5602;Nutri-Pulpe Immunité 1000ml - 8.026.380.056.026;6;27.9;55%;75.33;2021-06-09;
20652;0906211123S0001;2264974;31;5065;Totem Double Face;2;;0%;;2021-06-09;
20653;0906211123S0001;2264974;31;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
20654;0906211123S0001;2264974;31;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
20655;0906211123S0001;2264974;31;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2021-06-09;
20656;0906211123S0001;2264974;31;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
20657;0906211123S0001;2264974;31;5156;Brochure Gamme Aloe Vera;264;;0%;;2021-06-09;
20658;0906211123S0001;2264974;31;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
20659;0906211123S0001;2264974;31;5177;Echantillon Nutri-Pulpe;36;;0%;;2021-06-09;
20660;0906211123S0001;2264974;31;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;24;;0%;;2021-06-09;
20661;0806211736S0004;2055400;34;Vide;Vide;187;500.4;38%;310.26;2021-06-09;
20662;0806211736S0004;2055400;34;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2021-06-09;
20663;0806211736S0004;2055400;34;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-06-09;
20664;0806211736S0004;2055400;34;5597;Pure Crème 400ml - 8.026.380.055.975;12;14.9;38%;110.86;2021-06-09;
20665;0806211736S0004;2055400;34;5065;Totem Double Face;1;;0%;;2021-06-09;
20666;0806211736S0004;2055400;34;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
20667;0806211736S0004;2055400;34;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
20668;0806211736S0004;2055400;34;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-09;
20669;0806211736S0004;2055400;34;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
20670;0806211736S0004;2055400;34;5156;Brochure Gamme Aloe Vera;72;;0%;;2021-06-09;
20671;0806211736S0004;2055400;34;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
20672;0806211736S0004;2055400;34;5586;Echantillon Pur Gel;48;;0%;;2021-06-09;
20673;0806211736S0004;2055400;34;5601;Echantillon Pure Crème;24;;0%;;2021-06-09;
20674;0806211736S0004;2055400;34;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-09;
20675;0806211714S0004;2273858;34;Vide;Vide;277;1021.8;38%;633.53;2021-06-09;
20676;0806211714S0004;2273858;34;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-06-09;
20677;0806211714S0004;2273858;34;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;38%;125.74;2021-06-09;
20678;0806211714S0004;2273858;34;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-06-09;
20679;0806211714S0004;2273858;34;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;38%;125.74;2021-06-09;
20680;0806211714S0004;2273858;34;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;12;12.5;38%;93;2021-06-09;
20681;0806211714S0004;2273858;34;5602;Nutri-Pulpe Immunité 1000ml - 8.026.380.056.026;6;27.9;38%;103.79;2021-06-09;
20682;0806211714S0004;2273858;34;5065;Totem Double Face;1;;0%;;2021-06-09;
20683;0806211714S0004;2273858;34;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-09;
20684;0806211714S0004;2273858;34;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-09;
20685;0806211714S0004;2273858;34;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-09;
20686;0806211714S0004;2273858;34;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-09;
20687;0806211714S0004;2273858;34;5156;Brochure Gamme Aloe Vera;108;;0%;;2021-06-09;
20688;0806211714S0004;2273858;34;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-09;
20689;0806211714S0004;2273858;34;5177;Echantillon Nutri-Pulpe;36;;0%;;2021-06-09;
20690;0806211714S0004;2273858;34;5600;Echantillon Gyn-Aloe Soin Lavant;24;;0%;;2021-06-09;
20691;0806211714S0004;2273858;34;5603;Echantillon Nutri-Pulpe Immunité;12;;0%;;2021-06-09;
20692;0806211714S0004;2273858;34;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-09;
20693;0806211714S0004;2273858;34;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;36;;0%;;2021-06-09;
16634;0906211515S0001;2012778;26;Vide;Vide;307;846;45%;465.3;2021-06-10;
16635;0906211515S0001;2012778;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;36;16.9;45%;334.62;2021-06-10;
16636;0906211515S0001;2012778;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2021-06-10;
16637;0906211515S0001;2012778;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;45%;65.34;2021-06-10;
16638;0906211515S0001;2012778;26;5065;Totem Double Face;1;;0%;;2021-06-10;
16639;0906211515S0001;2012778;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-10;
16640;0906211515S0001;2012778;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-10;
16641;0906211515S0001;2012778;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-10;
16642;0906211515S0001;2012778;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-10;
16643;0906211515S0001;2012778;26;5156;Brochure Gamme Aloe Vera;120;;0%;;2021-06-10;
16644;0906211515S0001;2012778;26;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-10;
16645;0906211515S0001;2012778;26;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2021-06-10;
16646;0906211515S0001;2012778;26;5586;Echantillon Pur Gel;96;;0%;;2021-06-10;
16647;0906211515S0001;2012778;26;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-10;
4834;0906212042S0010;2286579;30;Vide;Vide;119;770.4;35%;500.76;2021-06-11;
4835;0906212042S0010;2286579;30;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;35%;263.64;2021-06-11;
4836;0906212042S0010;2286579;30;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;35%;154.44;2021-06-11;
4837;0906212042S0010;2286579;30;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;8;15.9;35%;82.68;2021-06-11;
4838;0906212042S0010;2286579;30;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-11;
4839;0906212042S0010;2286579;30;5065;Totem Double Face;1;;0%;;2021-06-11;
4840;0906212042S0010;2286579;30;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-11;
4841;0906212042S0010;2286579;30;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-11;
4842;0906212042S0010;2286579;30;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-11;
4843;0906212042S0010;2286579;30;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-11;
4844;0906212042S0010;2286579;30;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-11;
4845;0906212042S0010;2286579;30;5176;Echantillon Pur Gel;24;;0%;;2021-06-11;
4846;0906212042S0010;2286579;30;5585;Echantillon Aloe-Oil Crème Réparatrice;4;;0%;;2021-06-11;
4847;0906212042S0010;2286579;30;5156;Brochure Gamme Aloe Vera;28;;0%;;2021-06-11;
4848;0906212042S0010;2286579;30;Vide;Vide;119;770.4;35%;500.76;2021-06-11;
4849;0906212042S0010;2286579;30;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;35%;263.64;2021-06-11;
4850;0906212042S0010;2286579;30;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;35%;154.44;2021-06-11;
4851;0906212042S0010;2286579;30;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;8;15.9;35%;82.68;2021-06-11;
4852;0906212042S0010;2286579;30;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-11;
4853;0906212042S0010;2286579;30;5065;Totem Double Face;1;;0%;;2021-06-11;
4854;0906212042S0010;2286579;30;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-11;
4855;0906212042S0010;2286579;30;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-11;
4856;0906212042S0010;2286579;30;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-11;
4857;0906212042S0010;2286579;30;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-11;
4858;0906212042S0010;2286579;30;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-11;
4859;0906212042S0010;2286579;30;5176;Echantillon Pur Gel;24;;0%;;2021-06-11;
4860;0906212042S0010;2286579;30;5585;Echantillon Aloe-Oil Crème Réparatrice;4;;0%;;2021-06-11;
4861;0906212042S0010;2286579;30;5156;Brochure Gamme Aloe Vera;28;;0%;;2021-06-11;
4936;1904211628S0009;2228260;27;Vide;Vide;98;440.4;38%;273.06;2021-06-11;
4937;1904211628S0009;2228260;27;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2021-06-11;
4938;1904211628S0009;2228260;27;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-06-11;
4939;1904211628S0009;2228260;27;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;38%;73.66;2021-06-11;
4940;1904211628S0009;2228260;27;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-06-11;
4941;1904211628S0009;2228260;27;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-11;
4942;1904211628S0009;2228260;27;5156;Brochure Gamme Aloe Vera;24;;0%;;2021-06-11;
4943;1904211628S0009;2228260;27;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-06-11;
4944;1904211628S0009;2228260;27;5586;Echantillon Pur Gel;24;;0%;;2021-06-11;
9516;0906212042S0010;2286579;30;Vide;Vide;119;770.4;35%;500.76;2021-06-11;
9517;0906212042S0010;2286579;30;5050;Pur Gel Feuille - 250ml - 8.026.380.050.505;24;16.9;35%;263.64;2021-06-11;
9518;0906212042S0010;2286579;30;5051;Pur Gel Flacon - 100ml - 8.026.380.050.512;24;9.9;35%;154.44;2021-06-11;
9519;0906212042S0010;2286579;30;5053;Aloe-Oil Crème Réparatrice - 150ml - 8.026.380.050.536;8;15.9;35%;82.68;2021-06-11;
9520;0906212042S0010;2286579;30;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-11;
9521;0906212042S0010;2286579;30;5065;Totem Double Face;1;;0%;;2021-06-11;
9522;0906212042S0010;2286579;30;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-11;
9523;0906212042S0010;2286579;30;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-11;
9524;0906212042S0010;2286579;30;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-11;
9525;0906212042S0010;2286579;30;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-11;
9526;0906212042S0010;2286579;30;5708;Basette Présentoir Gyn-Aloe;1;;0%;;2021-06-11;
9527;0906212042S0010;2286579;30;5176;Echantillon Pur Gel;24;;0%;;2021-06-11;
9528;0906212042S0010;2286579;30;5585;Echantillon Aloe-Oil Crème Réparatrice;4;;0%;;2021-06-11;
9529;0906212042S0010;2286579;30;5156;Brochure Gamme Aloe Vera;28;;0%;;2021-06-11;
16618;1006211820S0001;2061964;26;Vide;Vide;187;572.4;45%;314.82;2021-06-11;
16619;1006211820S0001;2061964;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;45%;82.17;2021-06-11;
16620;1006211820S0001;2061964;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;45%;55.77;2021-06-11;
16621;1006211820S0001;2061964;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2021-06-11;
16622;1006211820S0001;2061964;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;45%;65.34;2021-06-11;
16623;1006211820S0001;2061964;26;5065;Totem Double Face;1;;0%;;2021-06-11;
16624;1006211820S0001;2061964;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-11;
16625;1006211820S0001;2061964;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-11;
16626;1006211820S0001;2061964;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-11;
16627;1006211820S0001;2061964;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-11;
16628;1006211820S0001;2061964;26;5156;Brochure Gamme Aloe Vera;72;;0%;;2021-06-11;
16629;1006211820S0001;2061964;26;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-11;
16630;1006211820S0001;2061964;26;5177;Echantillon Nutri-Pulpe;24;;0%;;2021-06-11;
16631;1006211820S0001;2061964;26;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2021-06-11;
16632;1006211820S0001;2061964;26;5586;Echantillon Pur Gel;24;;0%;;2021-06-11;
16633;1006211820S0001;2061964;26;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-11;
2078;1006211018S0011;2153164;42;Vide;Vide;75;376.2;38%;233.25;2021-06-14;
2079;1006211018S0011;2153164;42;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-06-14;
2080;1006211018S0011;2153164;42;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;9.9;38%;73.66;2021-06-14;
2081;1006211018S0011;2153164;42;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;4;15.9;38%;39.43;2021-06-14;
2082;1006211018S0011;2153164;42;5599;Gyn-Aloe Soin Lavant Flacon 250ml - 8.026.380.055.999;6;12.5;38%;46.5;2021-06-14;
2083;1006211018S0011;2153164;42;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-06-14;
2084;1006211018S0011;2153164;42;5065;Totem Double Face;1;;0%;;2021-06-14;
2085;1006211018S0011;2153164;42;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-06-14;
2086;1006211018S0011;2153164;42;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-06-14;
2087;1006211018S0011;2153164;42;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-06-14;
2088;1006211018S0011;2153164;42;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-06-14;
2089;1006211018S0011;2153164;42;5708;Présentoir de comptoir ou d’étagère Gyn-Aloe;1;;0%;;2021-06-14;
2090;1006211018S0011;2153164;42;5176;Echantillon Pur Gel;6;;0%;;2021-06-14;
2091;1006211018S0011;2153164;42;5584;Echantillon Aloe-Oil Huile Réparatrice;6;;0%;;2021-06-14;
2092;1006211018S0011;2153164;42;5585;Echantillon Aloe-Oil Crème Réparatrice;2;;0%;;2021-06-14;
2093;1006211018S0011;2153164;42;5600;Echantillon Gyn-Aloe Soin Lavant;3;;0%;;2021-06-14;
2094;1006211018S0011;2153164;42;5156;Brochure Gamme Aloe Vera;17;;0%;;2021-06-14;
